CPU,RAM,Storage,GPU,ScreenSize,ScreenType,TouchType,Form,Region,Price in INR
CPU 12,RAM 16,S 4,GPU 10,17,FHD,Non-Touch,Laptop,IND,1073918.118
CPU 20,RAM 7,S 54,GPU 3,15,FHD,Non-Touch,Laptop,IND,5723420.906
CPU 20,RAM 15,S 4,GPU 18,DT,DT,DT,Desktop,IND,2215691.31
CPU 20,RAM 15,S 41,GPU 28,15,UHD,Touch,Laptop,FRA,1624433.496
CPU 20,RAM 13,S 4,GPU 29,15,FHD,Touch,Laptop,FRA,1814172.5
CPU 20,RAM 15,S 23,GPU 28,17,FHD,Touch,Laptop,FRA,1304715.503
CPU 19,RAM 7,S 44,GPU 3,DT,DT,DT,Desktop,IND,6857389.224
CPU 22,RAM 15,S 41,GPU 18,15,FHD,Non-Touch,Laptop,FRA,1730959.454
CPU 20,RAM 3,S 54,GPU 28,13,UHD,Non-Touch,Laptop,GBR,3577044.709
CPU 13,RAM 3,S 23,GPU 13,13,QHD+,Touch,Laptop,CAN,3967256.93
CPU 18,RAM 15,S 23,GPU 5,DT,DT,DT,Desktop,IND,686755.4806
CPU 20,RAM 3,S 40,GPU 5,17,FHD,Non-Touch,Laptop,CHN,2899297.8
CPU 20,RAM 15,S 41,GPU 26,15,FHD,Non-Touch,Laptop,IND,3601065.75402
CPU 1,RAM 7,S 41,GPU 3,15,FHD,Non-Touch,Laptop,CAN,5016437.79
CPU 42,RAM 13,S 39,GPU 28,15,HD,Non-Touch,Laptop,CHN,729886.878
CPU 10,RAM 15,S 43,GPU 14,DT,DT,DT,Desktop,FRA,1426865.44
CPU 20,RAM 3,S 59,GPU 31,DT,DT,DT,Desktop,FRA,3355225.412
CPU 42,RAM 13,S 23,GPU 28,13,FHD,Touch,Laptop,FRA,700881.398
CPU 22,RAM 15,S 23,GPU 17,15,FHD,Non-Touch,Laptop,FRA,1651593.384
CPU 25,RAM 15,S 28,GPU 14,DT,DT,DT,Desktop,IND,170907.66
CPU 6,RAM 15,S 4,GPU 5,17,FHD,Non-Touch,Laptop,CAN,1807650.4719
CPU 20,RAM 7,S 56,GPU 7,15,FHD,Touch,Laptop,IND,3450953.66
CPU 20,RAM 3,S 23,GPU 14,DT,DT,DT,Desktop,FRA,1755585.37
CPU 20,RAM 3,S 4,GPU 18,15,FHD,Non-Touch,Desktop,FRA,1889061.356
CPU 22,RAM 3,S 55,GPU 18,DT,DT,DT,Desktop,GBR,2693451.096
CPU 20,RAM 3,S 70,GPU 2,15,FHD,Non-Touch,Laptop,CHN,7915156.2
CPU 22,RAM 3,S 16,GPU 7,DT,DT,DT,Desktop,FRA,2048185.37
CPU 20,RAM 3,S 67,GPU 28,13,UHD,Touch,Laptop,FRA,2126410.335
CPU 25,RAM 15,S 40,GPU 10,15,FHD,Touch,Laptop,FRA,1907345.328
CPU 35,RAM 3,S 19,GPU 26,DT,DT,DT,Desktop,IND,7777952.182
CPU 20,RAM 3,S 55,GPU 5,DT,DT,DT,Desktop,CAN,4009182.541
CPU 20,RAM 7,S 52,GPU 19,DT,DT,DT,Desktop,FRA,1761690.7
CPU 25,RAM 13,S 41,GPU 35,14,FHD,Touch,Laptop,AUS,1080743.895
CPU 22,RAM 3,S 41,GPU 18,15,FHD,Non-Touch,Laptop,FRA,1781226.279
CPU 44,RAM 13,S 39,GPU 28,15,FHD,Non-Touch,Laptop,AUS,682027.92
CPU 10,RAM 15,S 41,GPU 19,DT,DT,DT,Desktop,FRA,1869552.279
CPU 20,RAM 7,S 23,GPU 5,15,UHD,Touch,Laptop,IND,4276777.02816
CPU 44,RAM 15,S 23,GPU 28,15,HD+,Non-Touch,Laptop,AUS,729507.87
CPU 44,RAM 13,S 23,GPU 28,21,FHD,Non-Touch,Desktop,CAN,762852.09
CPU 25,RAM 7,S 52,GPU 33,DT,DT,DT,Desktop,FRA,1218825.195
CPU 20,RAM 3,S 41,GPU 28,13,FHD,Non-Touch,Laptop,IND,2778908.496
CPU 22,RAM 15,S 70,GPU 26,DT,DT,DT,Desktop,GBR,3136636.888
CPU 12,RAM 3,S 54,GPU 32,15,FHD,Non-Touch,Laptop,IND,1562375.696
CPU 25,RAM 15,S 56,GPU 28,17,FHD,Touch,Laptop,FRA,1565605.23
CPU 20,RAM 15,S 41,GPU 28,15,QHD+,Non-Touch,Laptop,CAN,1307505.1717
CPU 12,RAM 3,S 72,GPU 17,DT,DT,DT,Desktop,FRA,1848860.209
CPU 20,RAM 8,S 23,GPU 28,15,FHD,Touch,Laptop,GBR,1529877.587
CPU 20,RAM 7,S 23,GPU 28,15,FHD,Non-Touch,Laptop,IND,4634264.74
CPU 25,RAM 15,S 41,GPU 28,14,HD+,Touch,Laptop,FRA,961855.202
CPU 25,RAM 15,S 40,GPU 28,13,FHD,Touch,Laptop,FRA,1345774.5
CPU 18,RAM 15,S 70,GPU 28,DT,DT,DT,Desktop,FRA,812794.5
CPU 6,RAM 15,S 41,GPU 28,13,FHD,Non-Touch,Laptop,IND,2535430.128
CPU 25,RAM 15,S 7,GPU 28,13,QHD+,Non-Touch,Laptop,IND,4568672.08
CPU 1,RAM 3,S 52,GPU 3,17,UHD,Non-Touch,Laptop,AUS,8886977.82
CPU 20,RAM 3,S 4,GPU 7,15,FHD,Non-Touch,Laptop,CAN,3477179.16
CPU 19,RAM 6,S 58,GPU 11,DT,DT,DT,Desktop,IND,13992853
CPU 25,RAM 15,S 4,GPU 19,15,FHD,Touch,Laptop,IND,1856185.548
CPU 20,RAM 3,S 4,GPU 17,15,FHD,Touch,Laptop,GER,2908432.24
CPU 20,RAM 15,S 23,GPU 26,15,UHD,Non-Touch,Laptop,FRA,2538822.153
CPU 42,RAM 13,S 40,GPU 28,14,FHD,Touch,Laptop,IND,1137531.50028
CPU 25,RAM 15,S 59,GPU 28,15,FHD,Non-Touch,Laptop,GBR,1830021.879
CPU 5,RAM 13,S 41,GPU 28,13,HD+,Non-Touch,Laptop,GER,2000119.9652
CPU 25,RAM 13,S 56,GPU 28,14,FHD,Non-Touch,Laptop,AUS,1206919.455
CPU 25,RAM 15,S 41,GPU 8,15,FHD,Non-Touch,Laptop,USA,2037657.384
CPU 39,RAM 7,S 39,GPU 28,17,UHD,Non-Touch,Desktop,CHN,9110896.2
CPU 20,RAM 3,S 54,GPU 28,17,FHD,Non-Touch,Laptop,FRA,1941015.069
CPU 44,RAM 7,S 23,GPU 28,23,FHD,Non-Touch,Desktop,AUS,807561.615
CPU 10,RAM 15,S 56,GPU 5,15,FHD,Non-Touch,Laptop,AUS,1344825.825
CPU 25,RAM 15,S 29,GPU 28,DT,DT,DT,Desktop,FRA,792812.041
CPU 6,RAM 15,S 41,GPU 28,13,FHD+,Non-Touch,Laptop,AUS,1613634.12
CPU 19,RAM 7,S 64,GPU 11,DT,DT,DT,Desktop,BRA,12204546.39495
CPU 12,RAM 7,S 4,GPU 10,13,FHD,Touch,Laptop,FRA,898200.324
CPU 10,RAM 3,S 41,GPU 12,15,FHD,Non-Touch,Laptop,AUS,1481409.51
CPU 20,RAM 7,S 56,GPU 5,17,FHD,Non-Touch,Laptop,FRA,2317149.1
CPU 20,RAM 15,S 70,GPU 4,15,FHD,Non-Touch,Laptop,USA,1294391.23632
CPU 12,RAM 15,S 4,GPU 32,15,FHD,Non-Touch,Laptop,IND,1326349.5
CPU 25,RAM 15,S 4,GPU 28,13,FHD,Non-Touch,Laptop,AUS,1237934.88
CPU 22,RAM 3,S 54,GPU 3,15,UHD,Touch,Laptop,IND,6370710.024
CPU 19,RAM 2,S 23,GPU 11,DT,DT,DT,Desktop,USA,9746770.07304
CPU 25,RAM 15,S 23,GPU 28,DT,DT,DT,Desktop,AUS,902354.355
CPU 20,RAM 15,S 54,GPU 14,15,UHD,Non-Touch,Laptop,FRA,2280136.999
CPU 19,RAM 12,S 16,GPU 11,DT,DT,DT,Desktop,FRA,5006437.443
CPU 25,RAM 7,S 23,GPU 19,DT,DT,DT,Desktop,AUS,1152705.435
CPU 20,RAM 3,S 53,GPU 7,17,FHD,Non-Touch,Laptop,FRA,3310984.95
CPU 20,RAM 3,S 4,GPU 28,15,FHD,Non-Touch,Laptop,GER,2255509.2
CPU 35,RAM 7,S 52,GPU 10,15,FHD,Touch,Laptop,FRA,1502096.4
CPU 22,RAM 15,S 43,GPU 18,DT,DT,DT,Desktop,FRA,2347879.401
CPU 20,RAM 16,S 41,GPU 28,23,UHD,Touch,Desktop,FRA,1805984.95
CPU 12,RAM 15,S 41,GPU 10,13,UHD,Touch,Laptop,FRA,1205104.936
CPU 20,RAM 3,S 23,GPU 7,15,FHD,Non-Touch,Laptop,AUS,3959586.225
CPU 6,RAM 15,S 54,GPU 28,12,FHD,Touch,Laptop,IND,3323788.482
CPU 25,RAM 15,S 23,GPU 28,15,HD,Touch,Laptop,FRA,830088
CPU 20,RAM 3,S 54,GPU 28,14,FHD+,Touch,Laptop,USA,3591996.912
CPU 25,RAM 15,S 41,GPU 28,14,FHD,Non-Touch,Laptop,AUS,1111093.2
CPU 6,RAM 15,S 41,GPU 28,12,FHD+,Non-Touch,Laptop,GBR,1842048.005
CPU 20,RAM 15,S 70,GPU 4,DT,DT,DT,Desktop,USA,1957374.72
CPU 6,RAM 15,S 56,GPU 28,DT,DT,DT,Desktop,FRA,1060834.845
CPU 25,RAM 15,S 40,GPU 28,13,FHD,Non-Touch,Laptop,GBR,2093047.334
CPU 12,RAM 15,S 39,GPU 34,DT,DT,DT,Desktop,FRA,1451504.88
CPU 42,RAM 15,S 41,GPU 28,23,FHD,Touch,Desktop,FRA,1211264.859
CPU 42,RAM 15,S 41,GPU 4,17,HD+,Non-Touch,Laptop,IND,1070196.162
CPU 1,RAM 3,S 39,GPU 14,15,UHD,Non-Touch,Laptop,CHN,4637430
CPU 20,RAM 3,S 52,GPU 2,DT,DT,DT,Desktop,IND,2325134.658
CPU 25,RAM 3,S 56,GPU 19,15,FHD,Non-Touch,Laptop,IND,2502973.284
CPU 20,RAM 3,S 41,GPU 14,13,FHD,Non-Touch,Laptop,IND,2686837.58
CPU 20,RAM 15,S 41,GPU 14,17,FHD,Non-Touch,Laptop,IND,1888850.24664
CPU 20,RAM 15,S 52,GPU 28,15,UHD,Touch,Laptop,FRA,2396338.875
CPU 9,RAM 3,S 70,GPU 14,DT,DT,DT,Desktop,FRA,1170692.796
CPU 20,RAM 7,S 70,GPU 28,17,FHD,Non-Touch,Desktop,CHN,5650621.2
CPU 20,RAM 15,S 4,GPU 19,15,FHD,Non-Touch,Laptop,IND,2154063.45
CPU 20,RAM 7,S 4,GPU 19,15,FHD,Non-Touch,Laptop,FRA,1828834.7
CPU 22,RAM 3,S 23,GPU 17,15,UHD,Non-Touch,Laptop,AUS,3505153.89
CPU 15,RAM 15,S 39,GPU 28,15,HD+,Non-Touch,Laptop,AUS,593546.625
CPU 12,RAM 15,S 41,GPU 10,17,FHD,Non-Touch,Laptop,IND,1167033.098
CPU 12,RAM 15,S 41,GPU 28,13,FHD,Touch,Laptop,FRA,1450349.733
CPU 10,RAM 15,S 23,GPU 5,15,FHD,Non-Touch,Laptop,AUS,1376950.47
CPU 20,RAM 3,S 56,GPU 28,15,FHD,Non-Touch,Laptop,GBR,2147681.606
CPU 22,RAM 3,S 54,GPU 3,17,FHD,Non-Touch,Desktop,AUS,8465186.205
CPU 22,RAM 15,S 16,GPU 18,DT,DT,DT,Desktop,FRA,2182514.684
CPU 22,RAM 3,S 23,GPU 28,DT,DT,DT,Desktop,FRA,1343480.733
CPU 22,RAM 7,S 23,GPU 26,15,UHD,Non-Touch,Laptop,FRA,4286504.691
CPU 25,RAM 3,S 56,GPU 14,DT,DT,DT,Desktop,IND,1714332.438
CPU 20,RAM 3,S 53,GPU 19,15,FHD,Non-Touch,Laptop,FRA,2293769.8
CPU 21,RAM 15,S 54,GPU 28,13,HD+,Non-Touch,Laptop,IND,2759554.49
CPU 20,RAM 13,S 23,GPU 28,15,FHD,Touch,Laptop,FRA,1375649.8
CPU 25,RAM 15,S 23,GPU 5,15,HD+,Touch,Laptop,FRA,1426325.663
CPU 20,RAM 16,S 23,GPU 28,DT,DT,DT,Desktop,FRA,1457664.656
CPU 22,RAM 15,S 56,GPU 17,17,FHD,Non-Touch,Laptop,CAN,2794432.55
CPU 20,RAM 3,S 41,GPU 18,15,FHD,Non-Touch,Laptop,USA,3647955.024
CPU 20,RAM 3,S 70,GPU 18,15,FHD,Non-Touch,Laptop,AUS,2835903.42
CPU 20,RAM 3,S 52,GPU 28,15,FHD,Touch,Laptop,FRA,1229341.4
CPU 25,RAM 11,S 54,GPU 28,14,UHD,Non-Touch,Laptop,AUS,1386398.895
CPU 22,RAM 3,S 23,GPU 12,15,FHD,Non-Touch,Laptop,GBR,2361462.215
CPU 13,RAM 15,S 41,GPU 28,12,QHD+,Touch,Laptop,FRA,1618397.2
CPU 1,RAM 3,S 56,GPU 7,17,QHD,Non-Touch,Laptop,AUS,6366705.975
CPU 10,RAM 7,S 56,GPU 28,DT,DT,DT,Desktop,AUS,1247733.58395
CPU 12,RAM 15,S 70,GPU 10,15,FHD,Non-Touch,Laptop,CAN,1099597.59
CPU 22,RAM 7,S 54,GPU 3,15,FHD,Non-Touch,Laptop,FRA,4016724.551
CPU 22,RAM 15,S 23,GPU 14,DT,DT,DT,Desktop,FRA,1236464.544
CPU 20,RAM 15,S 70,GPU 28,15,FHD,Non-Touch,Laptop,GER,1439796.870106
CPU 1,RAM 3,S 54,GPU 28,15,QHD+,Non-Touch,Laptop,IND,5838356.328
CPU 20,RAM 8,S 23,GPU 3,17,FHD,Non-Touch,Laptop,AUS,6961267.95
CPU 25,RAM 15,S 46,GPU 28,13,UHD,Non-Touch,Laptop,AUS,2317715.4
CPU 6,RAM 15,S 4,GPU 14,15,FHD,Touch,Laptop,GER,1577956.212
CPU 25,RAM 15,S 8,GPU 28,13,UHD,Non-Touch,Laptop,AUS,2332262.1
CPU 25,RAM 15,S 53,GPU 19,DT,DT,DT,Desktop,FRA,1391654.537
CPU 42,RAM 13,S 69,GPU 28,15,FHD,Non-Touch,Laptop,BRA,844937.99775
CPU 20,RAM 7,S 23,GPU 28,17,UHD,Non-Touch,Laptop,FRA,2479249.5
CPU 25,RAM 15,S 56,GPU 12,15,FHD,Non-Touch,Laptop,IND,2285157.91
CPU 20,RAM 3,S 55,GPU 19,15,FHD,Non-Touch,Laptop,AUS,2444009.715
CPU 14,RAM 15,S 5,GPU 28,15,FHD,Non-Touch,Laptop,FRA,790739.495
CPU 20,RAM 15,S 41,GPU 28,15,UHD,Non-Touch,Laptop,FRA,1161809.509
CPU 25,RAM 13,S 53,GPU 28,DT,DT,DT,Desktop,CAN,958710.3162
CPU 25,RAM 15,S 41,GPU 28,13,FHD,Non-Touch,0,IND,1847849.3082
CPU 20,RAM 15,S 23,GPU 7,15,FHD,Non-Touch,Laptop,AUS,2686453.875
CPU 25,RAM 15,S 70,GPU 4,15,FHD,Non-Touch,Laptop,USA,1163028.78216
CPU 6,RAM 15,S 41,GPU 14,15,FHD,Non-Touch,Laptop,FRA,1199753.1
CPU 25,RAM 15,S 23,GPU 28,14,FHD,Non-Touch,Laptop,AUS,1239648.06
CPU 20,RAM 3,S 49,GPU 19,13,QHD+,Touch,Laptop,FRA,3656654.4
CPU 6,RAM 13,S 41,GPU 28,15,FHD,Non-Touch,Laptop,GER,1760853.22
CPU 6,RAM 15,S 23,GPU 32,15,FHD,Non-Touch,Laptop,IND,1100872.15
CPU 40,RAM 13,S 40,GPU 28,15,HD+,Non-Touch,Laptop,AUS,839532.4497
CPU 22,RAM 15,S 67,GPU 12,15,FHD,Non-Touch,Laptop,FRA,1512117.411
CPU 25,RAM 13,S 40,GPU 28,14,HD,Non-Touch,Laptop,CHN,1113397.488
CPU 25,RAM 3,S 54,GPU 28,15,FHD,Touch,Laptop,IND,2025243.794
CPU 42,RAM 14,S 23,GPU 28,21,FHD,Touch,Desktop,FRA,922213.369
CPU 5,RAM 15,S 41,GPU 28,13,FHD,Non-Touch,Laptop,CHN,2376440.34264
CPU 20,RAM 15,S 41,GPU 8,17,FHD,Non-Touch,Laptop,USA,2137195.368
CPU 12,RAM 3,S 23,GPU 9,17,FHD,Non-Touch,Laptop,GBR,3003479.682
CPU 5,RAM 15,S 41,GPU 28,12,QHD+,Touch,Laptop,FRA,1362592
CPU 1,RAM 7,S 10,GPU 32,15,QHD+,Non-Touch,Laptop,IND,13075646.08
CPU 6,RAM 15,S 40,GPU 19,DT,DT,DT,Desktop,CAN,1484025.8706
CPU 20,RAM 3,S 54,GPU 28,13,FHD,Non-Touch,0,GER,2302682.676
CPU 20,RAM 3,S 41,GPU 18,17,FHD,Non-Touch,Laptop,IND,2951929.89
CPU 36,RAM 15,S 23,GPU 28,15,HD+,Non-Touch,Laptop,GER,965866.048
CPU 6,RAM 1,S 41,GPU 28,15,HD,Non-Touch,Laptop,FRA,752288.327
CPU 22,RAM 3,S 53,GPU 12,15,FHD,Non-Touch,Laptop,GBR,2734067.434
CPU 22,RAM 3,S 23,GPU 26,17,FHD,Non-Touch,Desktop,AUS,6900353.985
CPU 8,RAM 3,S 70,GPU 31,DT,DT,DT,Desktop,AUS,8014414.275
CPU 20,RAM 3,S 41,GPU 7,15,FHD,Non-Touch,Laptop,IND,4410014
CPU 22,RAM 3,S 31,GPU 11,DT,DT,DT,Desktop,FRA,3769904.292
CPU 20,RAM 15,S 70,GPU 35,15,FHD,Non-Touch,Laptop,CHN,1131197.13
CPU 20,RAM 3,S 46,GPU 28,15,UHD,Non-Touch,Laptop,AUS,4409153.28
CPU 8,RAM 7,S 24,GPU 31,DT,DT,DT,Desktop,FRA,4808004.236
CPU 25,RAM 15,S 23,GPU 4,15,HD,Non-Touch,Laptop,CHN,1013010.516
CPU 44,RAM 3,S 23,GPU 28,21,FHD,Touch,Desktop,FRA,898549.008
CPU 20,RAM 3,S 52,GPU 5,17,FHD,Non-Touch,Laptop,FRA,2446180.8
CPU 25,RAM 15,S 40,GPU 28,17,HD+,Non-Touch,Laptop,BRA,1205911.6573
CPU 6,RAM 16,S 23,GPU 10,15,FHD,Touch,Laptop,FRA,1261664.229
CPU 20,RAM 15,S 54,GPU 28,14,UHD,Non-Touch,Laptop,AUS,1612688.805
CPU 20,RAM 16,S 53,GPU 19,15,FHD,Non-Touch,Laptop,FRA,1451560.222
CPU 1,RAM 3,S 54,GPU 14,15,FHD,Non-Touch,Laptop,IND,4140599.232
CPU 22,RAM 3,S 5,GPU 26,17,FHD,Non-Touch,Laptop,FRA,4662754.194
CPU 20,RAM 3,S 49,GPU 28,15.4,QHD+,Non-Touch,Laptop,AUS,4424851.2
CPU 25,RAM 15,S 23,GPU 28,15,HD,Non-Touch,Laptop,CHN,1057716.576
CPU 42,RAM 13,S 23,GPU 35,15,FHD,Non-Touch,Laptop,GER,756249.34
CPU 20,RAM 3,S 16,GPU 17,DT,DT,DT,Desktop,FRA,2297944.152
CPU 20,RAM 3,S 49,GPU 9,DT,DT,DT,Desktop,AUS,3333721.86
CPU 20,RAM 3,S 16,GPU 26,DT,DT,DT,Desktop,IND,3552820.11
CPU 20,RAM 3,S 4,GPU 26,15,FHD,Non-Touch,Laptop,FRA,2539024.131
CPU 7,RAM 15,S 28,GPU 28,14,FHD,Non-Touch,Laptop,AUS,951901.965
CPU 20,RAM 7,S 56,GPU 7,17,UHD,Non-Touch,Laptop,CAN,4337814.39
CPU 20,RAM 7,S 9,GPU 2,DT,DT,DT,Desktop,FRA,3413324.124
CPU 8,RAM 3,S 52,GPU 3,DT,DT,DT,Desktop,IND,5987619.484
CPU 19,RAM 3,S 16,GPU 9,DT,DT,DT,Desktop,IND,7397930.232
CPU 42,RAM 13,S 23,GPU 28,17,HD+,Non-Touch,Laptop,BRA,1040034.9232
CPU 12,RAM 3,S 54,GPU 32,DT,DT,DT,Desktop,FRA,1353221.1
CPU 22,RAM 15,S 4,GPU 12,17,FHD,Non-Touch,Laptop,FRA,1732757.103
CPU 20,RAM 3,S 70,GPU 26,17,FHD,Non-Touch,Laptop,CHN,7347916.8
CPU 25,RAM 3,S 56,GPU 18,15,FHD,Non-Touch,Laptop,IND,3003440.076
CPU 20,RAM 15,S 55,GPU 26,DT,DT,DT,Desktop,FRA,3073631.533
CPU 20,RAM 15,S 54,GPU 28,13,QHD+,Touch,Laptop,CAN,2985859.4675
CPU 25,RAM 16,S 23,GPU 28,15,HD+,Non-Touch,Laptop,IND,1128084.72
CPU 25,RAM 15,S 56,GPU 19,DT,DT,DT,Laptop,IND,1847173.26024
CPU 20,RAM 3,S 16,GPU 7,DT,DT,DT,0,FRA,2556944.019
CPU 22,RAM 3,S 54,GPU 26,17,QHD,Non-Touch,Laptop,FRA,4269284.04
CPU 9,RAM 3,S 23,GPU 28,DT,DT,DT,Desktop,FRA,1183614.005
CPU 20,RAM 3,S 59,GPU 19,17,FHD,Non-Touch,Laptop,FRA,2274255.984
CPU 20,RAM 15,S 54,GPU 10,15,FHD,Non-Touch,Laptop,CAN,3946957.56
CPU 5,RAM 15,S 23,GPU 23,15,FHD,Non-Touch,Laptop,CHN,2945888.97876
CPU 25,RAM 11,S 41,GPU 28,13,UHD,Touch,Laptop,AUS,1367332.575
CPU 22,RAM 15,S 56,GPU 26,17,FHD,Non-Touch,Laptop,AUS,3979029.285
CPU 12,RAM 7,S 55,GPU 10,15,FHD,Touch,Laptop,FRA,1938873.3
CPU 22,RAM 15,S 5,GPU 5,15,FHD,Non-Touch,Laptop,GBR,2381432.83
CPU 20,RAM 3,S 70,GPU 28,15,FHD,Non-Touch,Desktop,AUS,1919999.97
CPU 10,RAM 15,S 31,GPU 12,DT,DT,DT,Desktop,FRA,1524828.949
CPU 22,RAM 7,S 54,GPU 32,15,QHD+,Non-Touch,Laptop,IND,6898343.13
CPU 42,RAM 15,S 41,GPU 5,13,QHD+,Touch,Laptop,AUS,3826942.56
CPU 25,RAM 15,S 70,GPU 5,23,FHD,Touch,Desktop,FRA,1604383.956
CPU 20,RAM 7,S 52,GPU 2,DT,DT,DT,Desktop,AUS,4827658.605
CPU 22,RAM 15,S 54,GPU 26,17,FHD,Non-Touch,Laptop,AUS,4646523.735
CPU 5,RAM 15,S 39,GPU 28,14,HD+,Non-Touch,Laptop,CHN,912976.974
CPU 22,RAM 15,S 70,GPU 3,DT,DT,DT,Desktop,GBR,3869151.013
CPU 10,RAM 15,S 41,GPU 5,15,FHD,Non-Touch,Laptop,FRA,1174261.914
CPU 22,RAM 7,S 70,GPU 28,15,FHD,Non-Touch,Laptop,AUS,2175148.29
CPU 15,RAM 15,S 40,GPU 28,14,HD+,Non-Touch,Laptop,AUS,1302724.71
CPU 20,RAM 15,S 67,GPU 14,15,UHD,Touch,Laptop,FRA,2512675.893
CPU 12,RAM 15,S 41,GPU 10,13,FHD,Touch,Laptop,IND,1713118.218
CPU 20,RAM 3,S 4,GPU 26,DT,DT,DT,Desktop,AUS,2368516.29
CPU 42,RAM 3,S 39,GPU 28,15,HD+,Non-Touch,Laptop,AUS,1763474.895
CPU 22,RAM 3,S 52,GPU 26,16,FHD,Non-Touch,Laptop,GER,4408450.914
CPU 13,RAM 3,S 70,GPU 28,DT,DT,DT,Desktop,FRA,1595979
CPU 40,RAM 13,S 41,GPU 28,14,HD+,Non-Touch,Laptop,AUS,776253.345
CPU 12,RAM 15,S 41,GPU 4,15,FHD,Non-Touch,Laptop,CAN,1468569.102
CPU 12,RAM 15,S 39,GPU 28,15,FHD,Non-Touch,Laptop,AUS,968213.295
CPU 12,RAM 3,S 23,GPU 34,DT,DT,DT,Desktop,FRA,1782533.795
CPU 25,RAM 15,S 5,GPU 14,15,FHD,Touch,Laptop,FRA,1196045.837
CPU 12,RAM 3,S 31,GPU 18,DT,DT,DT,Desktop,FRA,1974431.816
CPU 20,RAM 7,S 50,GPU 7,DT,DT,DT,Desktop,FRA,2912598.99
CPU 6,RAM 15,S 41,GPU 28,15,HD,Touch,Laptop,FRA,746396
CPU 20,RAM 3,S 40,GPU 14,17,FHD,Non-Touch,Laptop,BRA,2476978.8603
CPU 20,RAM 15,S 54,GPU 14,15,UHD,Touch,Laptop,FRA,2648244.753
CPU 20,RAM 3,S 70,GPU 28,13,UHD,Touch,Laptop,IND,3825770.158
CPU 20,RAM 15,S 16,GPU 19,DT,DT,DT,Desktop,CAN,2739491.1544
CPU 10,RAM 15,S 23,GPU 17,17,FHD,Non-Touch,Laptop,FRA,1869998.739
CPU 22,RAM 7,S 41,GPU 17,15,FHD,Non-Touch,Laptop,FRA,2245933.725
CPU 22,RAM 7,S 70,GPU 3,17,FHD,Non-Touch,Laptop,BRA,6543857.3683
CPU 6,RAM 11,S 41,GPU 28,15,HD+,Non-Touch,Laptop,AUS,1142260.875
CPU 6,RAM 15,S 5,GPU 5,15,FHD,Non-Touch,Laptop,CAN,1581413.9068
CPU 10,RAM 3,S 29,GPU 18,DT,DT,DT,Desktop,FRA,2201833.69
CPU 25,RAM 3,S 23,GPU 28,17,FHD,Touch,Laptop,FRA,1676308.725
CPU 20,RAM 3,S 23,GPU 14,15,UHD,Non-Touch,Laptop,BRA,4437065.77405
CPU 25,RAM 11,S 41,GPU 28,13,FHD,Touch,Laptop,FRA,1464103.732
CPU 25,RAM 8,S 23,GPU 28,DT,DT,DT,Desktop,FRA,1061953.662
CPU 1,RAM 3,S 54,GPU 5,15,UHD,Touch,Laptop,IND,4995543.098
CPU 20,RAM 15,S 41,GPU 5,17,FHD,Non-Touch,Laptop,BRA,2494157.91975
CPU 10,RAM 15,S 39,GPU 34,DT,DT,DT,Desktop,FRA,1482919.704
CPU 5,RAM 13,S 23,GPU 28,13,FHD,Non-Touch,Laptop,GER,878731.7
CPU 22,RAM 3,S 41,GPU 26,15,FHD,Non-Touch,Laptop,CAN,5512758.797
CPU 25,RAM 15,S 41,GPU 28,13,QHD+,Touch,Laptop,AUS,2129168.16
CPU 25,RAM 1,S 23,GPU 5,15,FHD,Non-Touch,Laptop,BRA,1283287.13632
CPU 25,RAM 3,S 7,GPU 28,13,UHD,Non-Touch,Laptop,IND,5460994.098
CPU 25,RAM 3,S 4,GPU 14,DT,DT,DT,Desktop,IND,1638176.064
CPU 20,RAM 3,S 70,GPU 28,DT,DT,DT,Desktop,GBR,2709497.679
CPU 14,RAM 15,S 23,GPU 29,15,FHD,Non-Touch,Laptop,CHN,968491.944
CPU 35,RAM 2,S 55,GPU 31,DT,DT,DT,Desktop,CAN,10236458.96
CPU 25,RAM 13,S 53,GPU 4,15,FHD,Non-Touch,Laptop,GER,1235850.56
CPU 20,RAM 15,S 4,GPU 5,DT,DT,DT,Desktop,IND,1374249.24
CPU 6,RAM 13,S 41,GPU 28,12,FHD,Touch,Laptop,AUS,1183142.9946
CPU 19,RAM 7,S 44,GPU 11,DT,DT,DT,Desktop,CAN,12825518.6241
CPU 6,RAM 15,S 70,GPU 26,DT,DT,DT,Desktop,FRA,2740074.043
CPU 12,RAM 3,S 23,GPU 33,DT,DT,DT,Desktop,FRA,1066470.776
CPU 6,RAM 7,S 4,GPU 28,15,FHD,Non-Touch,Laptop,FRA,982839.2
CPU 8,RAM 3,S 23,GPU 28,12,QHD+,Touch,Laptop,FRA,3326435.343
CPU 20,RAM 7,S 39,GPU 19,17,FHD,Non-Touch,Laptop,CHN,5234279.4
CPU 20,RAM 3,S 41,GPU 10,15,FHD,Touch,Laptop,GER,4148904.9504
CPU 25,RAM 13,S 23,GPU 28,15,UHD,Non-Touch,Laptop,GER,898321.571602
CPU 13,RAM 3,S 23,GPU 7,14,UHD,Non-Touch,Desktop,FRA,2249853.137
CPU 25,RAM 13,S 23,GPU 14,DT,DT,DT,Desktop,USA,1778437.584
CPU 20,RAM 7,S 39,GPU 14,15,FHD,Non-Touch,Laptop,CHN,4060022.4
